"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-02","58","61","55"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-03","57","60","54"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-04","58","62","54"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-05","59","64","56"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-06","59","63","55"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-07","56","61","51"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-08","56","65","50"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-09","51","56","44"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-10","47","51","43"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-11","49","63","41"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-12","47","50","46"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-13","48","52","46"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-14","46","49","43"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-15","44","48","42"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-16","47","50","43"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-17","50","60","45"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-18","49","54","46"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-19","46","52","41"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-20","44","49","41"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-21","50","53","46"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-22","53","57","48"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-23","56","58","53"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-24","49","57","44"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-25","45","48","42"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-26","49","53","46"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-27","52","54","49"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-28","53","55","50"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-29","50","53","44"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-30","48","54","43"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-12-31","47","54","43"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2025-01-01","49","54","44"
